,tweet
912,Flipkart ne mujhe 20din tak aise hi time de de के मुझे सिर्फ मेरा time wast kr kr ke reply देता mail pe jbki maine… https://t.co/annugaQYQO
913,@ProductsIndian @AimraIndia @Deepakkhemani8 @LakhyaniKailash @TEAMCAIT @writankarmET @narendramodi @PiyushGoyal… https://t.co/10fgNWPV2I
914,@MadhavSheth1 @realmecareIN @realmemobiles Can I get Black colour option for Realme Buds Air in 30th December sale on Flipkart ?
915,"ASUS smartphones offer for Flipkart snapdragon days
https://t.co/b3PBlhYHjE
@ASUSIndia @ASUS_ROG_IN @Flipkart… https://t.co/3CciWEZaO2"
916,@flipkartsupport Thanks for not providing any Help #Flipkart
917,@flipkartsupport @Flipkart stop giving fake assurance n promises to cust if u aren't abl to fulfill them on time. N… https://t.co/KQGfoZLIfd
918,"@lalji_solanki91 To ensure your Flipkart account details are safe, please start a private chat with us by clicking… https://t.co/E89EZdcval"
919,@lalji_solanki91 Sorry to hear that you are facing issues while logging into your Flipkart account. Request you to… https://t.co/xOYUMBiqF5
920,@flipkartsupport @Flipkart arrange order OD117412693932946000 &amp; OD117380164856517000 tmrw anyhw. I won't wait till… https://t.co/NL9i0KUrQW
921,"RT @SuryahSG: My 3rd book “அந்தமான் சிறை அனுபவங்கள்” published by கிழக்கு பதிப்பகம் is out for sale.

It has been a dream come true penning…"
922,@flipkartsupport I js wnt my two orders tmrw i don't care if it's business day or non business day tmrw. I wnt my o… https://t.co/R87gou9dnN
923,@flipkartsupport hello flipkart i am unable perform login via my mobile number or email i have many time try to res… https://t.co/NrTubU1TCO
924,@flipkartsupport @Flipkart order OD117412693932946000 is also undelivered. I wnt bth orders tmrw anyhw u guys hv dr… https://t.co/W5cJCsZ2RI
925,@flipkartsupport @Flipkart my order OD117380164856517000 is still undelivered. plced on 22nd Dec I wnt ths tmrw. Pathetic service
926,@binnybansal the invoice was sent but Flipkart had blocked the product and our account saying it cannot be activate… https://t.co/FyqRi78SFv
927,@Flipkart @FlipkartSellers I m facing a lot of trouble with my return request... although i got message about the j… https://t.co/9eu3tSCzMW
928,RT @alkesh69: @flipkartsupport @akul_mahajan Flipkart is totally fake never buy any product they are chor online company
929,"RT @FeHindi: शुक्रवार को व्यापारियों ने देशभर में बड़ी संख्या में CAIT के बैनर तले लगभग 500 शहरों में एक दिन की भूख हड़ताल की.
#CAIT @TEAMC…"
930,RT @akul_mahajan: @flipkartsupport @Flipkart  the order was #FlipkartAssured..is this how you people assure your customers....I am listenin…
931,"@TheTechVox @realmemobiles @Flipkart @AmreliaRuhez This line""Gives you the best audio experience"" is given by techn… https://t.co/ly79wyl1qj"
932,@flipkartsupport @akul_mahajan Flipkart is totally fake never buy any product they are chor online company
933,"RT @MadhavSheth1: I am using the #realmeX2Pro Red Brick &amp; when I meet people they are amazed by its design!

Get your Red Brick &amp; Concrete…"
934,@flipkartsupport @flipkart  you are fake First you delivered me damaged mobile &amp; when I asked for replacement you w… https://t.co/Rohl3rRYB1
935,@flipkartsupport @Flipkart  the order was #FlipkartAssured..is this how you people assure your customers....I am li… https://t.co/lUZgzVm9Og
936,@Flipkart Too much time taken to resolve a query customer care told before 27th December your problem get solved bu… https://t.co/OAWBxgSmaJ
937,मैंने Flipkart pe shopping kiya mujhe different modal and color received huwa 20din hogya abhi tk solve nhi huwa me… https://t.co/I5aK0FtRLw
938,@dpakkaushik @Dikshapandey22 @Flipkart @flipkartsupport @delhivery @help_delhivery apne information  update kr liji… https://t.co/VuzIHvGG19
939,"Flipkart me maine Champlain kiya product different color mujhe solution missing ka diya ja rha ,gariya company🤣🤣🤣aa… https://t.co/T0MhiUxFy4"
940,@AimraIndia @Deepakkhemani8 @LakhyaniKailash @TEAMCAIT @writankarmET @narendramodi @PiyushGoyal @sumitagarwal_82… https://t.co/vmsyerWSUA
941,@Flipkart Expectation reality this is what flipkart sell ton its customers do not buy products from flipkart https://t.co/1aImKRkTAL
942,@_Kalyan_K ...Today after 8 days Flipkart Team sent an email stating that they were trying to sort this out with th… https://t.co/iQXl5bE22Q
943,@Flipkart what kind of games are you playing. You enable and disable my game zone at your whim. Is this the patheti… https://t.co/6J5YF0epUU
944,@SubhamD14091070 @manukumarjain @Flipkart @XiaomiIndia @RedmiIndia Matlab k20 ka itna hype tha isko aese kaise jane… https://t.co/LBflMBh2ut
945,@Flipkart What is your email for lodging complaints.
946,"@flipkartsupport 
Flipkart unblock my account soon as possible please"
947,"@_Kalyan_K  Hello Sir, I thought I could reach out to you and let you know that Flipkart have lost a 5 years old cu… https://t.co/MifAEFBRBn"
948,"(39% off) Haier 278 L Frost Free Double Door 3 Star Convertible Refrigerator (Brushed Silver, HRF-2983BS-E) @ Rs.21… https://t.co/1S6bjmCl5g"
949,@Flipkart Defective Smart Watch  delivered vide Order no. OD117233901640286000
950,@Flipkart When we can expect offers on 2in1 laptops
951,@Flipkart It is very irresponsive of your site i have been trying for 20 days to return my product The wishmaster d… https://t.co/nxlaXsgp5J
952,RT @priyanshi25: We are pleased to introduce ourselves as we are an award winning Production House for Photography &amp; Videos and authorized…
953,@imcasahil We understand your concern. Request you to share your affiliate registered email ID so that we can look… https://t.co/vAi5urZJZw
954,"@TanmayBhatt6 Also, we would like to inform you that, all the details of our customers are kept confidential. Reque… https://t.co/ifG9S4LbWu"
955,@TanmayBhatt6 Thank you for bringing this to our notice! We assure you that any offer other than the ones mentioned… https://t.co/Ukh7ZU7yGS
956,"@Flipkart fraud on name of your company , Please check it many people are being fooled on name of your company. https://t.co/g0R9fON0E0"
957,@Flipkart https://t.co/JciDX3MwbR
958,@flipkartsupport @Flipkart  Very unprofessional behavior. How and why incorrect invoice created? https://t.co/zW7H9vzhji
959,"Google Pixel 3a XL ، Vivo Z1 Pro , هواتف أخرى تتلقى خصومات على الأسعار كجزء من بيع Flipkart https://t.co/5wNNRu4txN"
960,"Google Pixel 3a XL ، Vivo Z1 Pro , هواتف أخرى تتلقى خصومات على الأسعار كجزء من بيع Flipkart https://t.co/JlO3c4PvwP"
961,"Google Pixel 3a XL ، Vivo Z1 Pro , هواتف أخرى تتلقى خصومات على الأسعار كجزء من بيع Flipkart https://t.co/yx52lHmRvB"
962,#Flipkart Extremely poor service. Order no. OD117381867077125000. Your customer care acknowledged that mistake was… https://t.co/b2SaYJlP3O
963,@simplyAnnu From flipkart??
964,@flipkartsupport @RBI @Flipkart @SEBI_India @PMOIndia we are notice some people are misuse Flipkart gv as bulk orde… https://t.co/sxMRtt92rA
965,"@SaiBabaDS My book ""I Am 'Draupadi' Me Through My Own Eyes"" by Saurabh Khanna explains we are respectable creations… https://t.co/8bsvFWHM2X"
966,"@SaiBabaDS My book-WE NEED SAI FOREVER…AT 6, 16 AND 60!’ by Saurabh Khanna is pub. &amp; distr. by Notion Press &amp; writt… https://t.co/bjTMHf5kGO"
967,RT @Gouravg93536342: @Flipkart @flipkartsupport we are notice some people are misuse Flipkart gv as bulk order and sale in black market. I…
968,"@Flipkart 
Hii sir I have an orderd on 22 Oct with SBI credit card offers with No cost emi.
Order id is OD116859691… https://t.co/Xz1IYlbgXN"
969,"@Flipkart , is there any way to reach out to your company other than talking to some call center people without any… https://t.co/IsH4mU2agC"
970,"Buy Zee5 Subscription Free For 1 Year| Flipkart
Want Zee5 membership for free? Yeah, you read it correct Zee5 subsc… https://t.co/bZ4D5XZhDt"
971,@flipkartsupport Till now no feedback from your side.  I need my Product urgent.  I m alrady paid for my product on… https://t.co/FlSw7hi5Ru
972,"@flipkartsupport 
Unblock my account 
If you not unblock my accounti will never shopping from Flipkart
Flipkart is… https://t.co/1LS3kxC9XJ"
973,@abhinav_2405 @FrancisRealme @realmemobiles @stufflistings @MadhavSheth1 @Flipkart Its quad camera setup but even a… https://t.co/qhfJExZzMy
974,@flipkartsupport flipkart is totally fraudkart till after 20 days of submitted my kyc document still its showing un… https://t.co/bIzGGrbXX0
975,Santoor PureGlo Glycerine Bathing Bar 6 x 125 g for Rs.187 - Flipkart - https://t.co/9zOq5rywFC https://t.co/2CkFLMr4JF
976,@abhinav_2405 @FrancisRealme @realmemobiles @stufflistings @MadhavSheth1 @Flipkart Yes the protrait effects can be… https://t.co/dBg9JfXeWa
977,@Flipkart @flipkartsupport we are notice some people are misuse Flipkart gv as bulk order and sale in black market.… https://t.co/BTga2gDsIK
978,@flipkartsupport I feel very successful in boycotting FLIPKART today . One of my relative was asking me if they sho… https://t.co/MRRGAdWwUn
979,"RT @lamplaat: Today morning I got a call from @Flipkart CC they don't have any update regarding product delivery, they need 48 hours more t…"
980,"RT @lamplaat: @flipkartsupport @Flipkart delivery date is 27 Dec now I am getting this msg that issue will resolve by 1 jan.

I didn't expe…"
981,ଫ୍ଲିପ୍‌କାର୍ଟ ସେଲ୍‌ରେ ଶସ୍ତାରେ ମିଳୁଛି ପାୱାରଫୁଲ୍‌ ସ୍ମାର୍ଟଫୋନ୍‌ https://t.co/73Chv3Ptf6 https://t.co/xPAfGRb7Pz
982,@kodaktvindia @Flipkart Unbelievable ! It starts at 7k + 😯
983,@Flipkart I don't buy any material from your company anymore because I haven't received the right response from your company for a month.
984,@flipkartsupport @Flipkart cancelled the ordered and uninstalled the app https://t.co/TBQ5aSB6yR
985,@Flipkart now what's ur excuse as of now this promise pickup date is also failed. I am no more interested in this p… https://t.co/Md1EmTkrKp
986,"@satishpula In the future, please do not share your details like phone/IMEI number, email address or order ID here.… https://t.co/CTnwkjCdpb"
987,@Flipkart @Flipkart I suggest to stop selling Onida products. Onida is a legacy brandname but now is a cheap brand… https://t.co/sGsnzMjMix
988,"@flipkartsupport Hi i bought a UPS From Flipkart 26th dec 
I Conected To My PC 
That Ups Failed To Standby When Pow… https://t.co/LR8SU3BiQZ"
989,@Abhinav34175200 @FlipkartSellers @Flipkart Hey we’re a separate company from flipkart we’re an animation app
990,"@Flipkart 
Your bots are nuts https://t.co/m2UTC2r1tE"
991,"@Yuvraj50717062 In the future, please do not share your details like phone/IMEI number, email address or order ID h… https://t.co/rvfZjfnIif"
992,#flipkart When was the next big billion day? @Flipkart @flipkartsupport
993,@RedmiIndia @amazonIN @Flipkart 🔥redmi always rock
994,@Flipkart  l have received damaged item mini laptop cooler table accordingly l requested to replace but your denied… https://t.co/HyoUuSlqDm
995,@flipkartsupport Redund my money from my blocked Flipkart account wallet
996,"RT @Manishk46475499: #Flipkart customer care help line number 6299328290///9801940219
Flipkart customer care help line number 6299328290///…"
997,"Brace yourself as Double One Zero (110) comes out of the shadows on 16th Jan, 2020... 

#thesumanpublication… https://t.co/itzAG6AroX"
998,"@Flipkart  is paylater really coming back??   I have been using this paylater since 2018, but after june the option… https://t.co/Xos6oTPLuC"
999,OD117310878069153000 phn No.9473981714 This is the order i got cancelled the order and had talked to Flipkart so mu… https://t.co/g0bxDephtI
1000,RT @MainVivekSharma: Book your copy of my shayari book #MuhabbatUrduHai. Gift it to your friends on new year. Make the new year shayarana.…
1001,"RT @ManishK88080218: #Flipkart customer care number
6299328290//7384405581
Flipkart customer care number
6299328290//7384405581
Flipkart cu…"
1002,"RT @qzindia: Investors in wannabe super apps must remember that India is not China
https://t.co/TMoWFqRw7S"
1003,"When winter wind tease you 
When snow breeze shiver you
O2S2 Woollen Collection is ready to warm you.

Wide range &amp;… https://t.co/Mq65zAnAXA"
1004,"@flipkartsupport 
@SBICard_Connect @TheOfficialSBI @TheOfficialSBI @Flipkart 
Sir 
Can u explain the CONCEPT OF NO… https://t.co/g18z97WGW7"
1005,@CynicalAshish Sorry about that. We’d like to inform you that your Flipkart Pay Later account is currently not acti… https://t.co/r7AP1OZg4x
1006,@HTC_IN @Flipkart Lots of designers are available in india and htc should take a survey of what is needed in 8k to… https://t.co/Aja13oUNE1
1007,@d_stranger19 @FrancisRealme @realmemobiles @stufflistings @MadhavSheth1 @Flipkart 😂😂 really strange... Knew depth… https://t.co/HlSwMPEVlq
1008,RT @CynicalAshish: Unable to use Pay Later in flipkart 😭. Y this happening? @flipkartsupport @Flipkart
1009,Unable to use Pay Later in flipkart 😭. Y this happening? @flipkartsupport @Flipkart
1010,"American Tourister Scamp Daypck 01 19 L Backpack  (Black, Grey) at Rs.490

🔥 https://t.co/n7F8ZkJkoi

#Flipkart… https://t.co/g8bDHzLuwz"
1011,@Rajnish72991022 @XiaomiIndia @ICICIBank @Flipkart @amazonIN @Xiaomi atleast resolve the issue ... Don't misled people .
1012,RT @kodaktvindia: Get your Kodak HD LED TV during this festive season from @Flipkart during #JingleDays and switch to a smarter technology.…
1013,New post in Loot Alert - Online Loot Deals Recharge Offers Coupons: Acer Predator Core i7 16 GB/1 TB SSD/6GB Graphi… https://t.co/lomQF5ZsZz
1014,@flipkartsupport Also there was another product which got lost somewhere. No update on that. Had to cancel that pro… https://t.co/A9GySzk4au
1015,@govindatripathi @k_kumar24 @amazonIN @Flipkart @narendramodi @AmitShah @PiyushGoyal @ashwani_mahajan @chandpc123… https://t.co/yIMkPEJYff
1016,@flipkartsupport Yes. I requested to get the item delivered by Sunday. But it's not yet dispatched. And your execut… https://t.co/ynLmxV5Qx0
1017,"@ShieldVoC 
Please support me, not getting proper response from @Flipkart @flipkartsupport"
1018,@Vivek7527 The ‘Flipkart Pay Later’ option is currently available for select customers and the eligibility for this… https://t.co/nsowaddXSQ
1019,"@flipkartsupport Dear @Flipkart I know that, since you are the seller of product, so it is your responsibility to r… https://t.co/wSLXs6YcKG"
1020,@Flipkart I bought this product from you kindly Look out this matter..... Which type of products u r selling..... I… https://t.co/dmclBkzLlT
1021,"Excited to share my Favourite Fragrance from the house of @fasih_perfumes. Buy From: Flipkart, Amazon &amp; Snapdeal.… https://t.co/O0J5ZDOzFL"
1022,"Get your favourite #Redmi smartphone at blockbuster prices right now!

Avail the #BestOf2019 on… https://t.co/36HAY3yluV"
1023,@Flipkart I am uninstalling Flipkart. Bye bye. One of the worst after sales service. Seller is delaying delivery an… https://t.co/ikm4uHsv3Q
1024,"RT @MiTVIndia: Say hello to a new TV with #MiTV! Get yours in the #BestOf2019 sale on https://t.co/9TUcV2lDHo, @amazonIN, @Flipkart and Ret…"
1025,@Vivek7527 Sorry about that. We’d like to inform you that your Flipkart Pay Later account is currently not active a… https://t.co/n4vzX1Kg4X
1026,"RT @RedmiIndia: Smart desh ke liye smartphone. #Redmi7A is up for grabs at an unbelievable price of just ₹4,999.

Get yours in the #BestOf2…"
1027,"RT @Flipkart: Presenting the Qualcomm Snapdragon Days from 27th – 31st Dec on Flipkart. Get the best deals on top smartphones.
Buy now: htt…"
1028,"RT @ManishK80425133: #Flipkart customer care helpline number 6299328290///9801940219
Flipkart customer care helpline number 6299328290///98…"
1029,@XiaomiIndia @ICICIBank @Flipkart @amazonIN Don't by mi a3. you didn't get any update #xiaomiIndia Making fool. It'… https://t.co/4olXOpRTit
1030,@Flipkart pay latter ???? https://t.co/wG3nDwbTnS
1031,@abhinav_2405 @FrancisRealme @realmemobiles @stufflistings @MadhavSheth1 @Flipkart Already tried it on my friend bu… https://t.co/rd8Nrhefv6
1032,@flipkartsupport @Flipkart your staff called at 230 pm to say he will deliver packet this evening. I called multipl… https://t.co/Nuhzo3pOvl
1033,"RT @RedMagicIN: According to @gsmarena_com  , the red magic 3S holds the #1 spot on Antutu ranking list.

Check out the full review here- h…"
1034,"@flipkartsupport No help from your side yet.
Flipkart is a cheat."
1035,Hey @Flipkart i couldn't able to activate flipkart pay later service. Please help @flipkartsupport https://t.co/0r2oCSeYrW
1036,@theflyingnemo CC @Flipkart @amazonIN @snapdeal
1037,"@Flipkart 
I have purchased wave board in october. Now there bearings are born out. I have called to customer care… https://t.co/quaEscPEJV"
1038,@XiaomiIndia @amazonIN @Flipkart When will you launch redmi laptops and mi A4
1039,"Google Pixel 3a XL, Vivo Z1 Pro, Other Phones Receive Price Discounts as a Part of Flipkart Sale… https://t.co/LhBu71W196"
1040,"RT @trackmanish: 2010 to 2019 we built and exited Quasar to WPP, Letsbuy to Flipkart, SVG media to DentsuAegis. Invested in some of the lea…"
1041,This  is not available . The Renaissance Man - The Many Facets of Arun Jaitley . Please available this book in onli… https://t.co/gYlQitdujc
1042,@Patreon My book-already available named-COMING OUT…SCRIBBLINGS FROM THE HEART pub. &amp; distr. by Notion Press is wri… https://t.co/flmlph1xn3
1043,"@Patreon My book ""I Am 'Draupadi' Me Through My Own Eyes"" by Saurabh Khanna explains we are respectable creations o… https://t.co/Sh9EQ1qtlK"
1044,"@Patreon My book-WE NEED SAI FOREVER…AT 6, 16 AND 60!’ by Saurabh Khanna is pub. &amp; distr. by Notion Press &amp; written… https://t.co/el2TGQzqpr"
1045,"#flipkart,24-7 hrs  customer care halpline number~`6291216227 ***9078138263(24×7) hours available IRCtc tickets boo… https://t.co/nzZxQObeU0"
1046,"@imrohit_00 To make sure that your Flipkart account information is safe, please start the private message with us b… https://t.co/U67GGYiFyi"
1047,"https://t.co/3zDZpPC1kq

Flipkart has organized Christmas sale on its website, know the offers https://t.co/W81YT5Ques"
1048,@IndianG15627044 @realmemobiles @Flipkart @AmreliaRuhez That's what I want to know.
1049,"According to @gsmarena_com  , the red magic 3S holds the #1 spot on Antutu ranking list.

Check out the full review… https://t.co/19rNetcuDu"
1050,"So finally i got @Flipkart plus membership free by student verification. 
@8ap @AmreliaRuhez @stufflistings… https://t.co/DFRBT5Afuz"
1051,"SOS-Need help, have been cheated &amp; harassed mentally by @Flipkart @_Kalyan_K @flipkartsupport @WorkAtFlipkart… https://t.co/BJ0au8pP3T"
1052,@Flipkart lucknow se ane me kitna time lagta hai 200 km 24 hour 1 din https://t.co/AYHoHMdpPO
1053,"@realmemobiles @Flipkart
I bought realme x2 and it has lot of flaws 
1.display brightness
2. Calculator issues
When… https://t.co/zgmnIvZc7x"
1054,@flipkartsupport @Flipkart I don't give a damn...either replace or refund with an apology. Immediately!
1055,@flipkartsupport @Flipkart I was purchased a pair of shoes size 6 but i was recived size 9. I am trying to refund f… https://t.co/qbBWGF2WQg
1056,@Flipkart whts wrng wth game zone..? Not a single game is opening...
1057,"75%OFF     Dual 4 (Champagne, 64 GB)  (4 GB RAM) Offer on Flipkart https://t.co/MnfII9Y5P4 Flipkart https://t.co/aAAeTL4q1z"
1058,@XiaomiIndia @karthickraj370 @Flipkart @amazonIN Tired of hearing this same news for over 4 months. Didn't expect this Xiaomi.
1059,"RT @RealGurkanwal: #WATCH | Ajnala(Amritsar) Police received complaint against actor #RaveenaTandon, comedian #BhartiSingh,and director-pro…"
1060,RT @dassksingh: @Dikshapandey22 @Flipkart @flipkartsupport @delhivery @help_delhivery संत रामपाल जी महाराज के ज्ञान से पाखंडियों का नींद उ…
1061,"@ImRinkuK In the future, please do not share your details like phone/IMEI number, email address or order ID here. T… https://t.co/utplTYKkKR"
1062,@ImRinkuK Sorry to hear this. We understand the concern about your Flipkart account. It seems to be working fine fr… https://t.co/uYSAQPgU3Q
1063,@Flipkart is the biggest fraud. Never use it.
1064,@Flipkart @Walmart please look into the video that is causing protests and uproar in the internet.
1065,"My book available on Amazon and Flipkart, free shipping available on notion press https://t.co/K04tOYNs9F"
1066,@consumerforum_ @jagograhakjago reg- one of my order dt 4th Dec 19 at online portal @Flipkart the marketplace is ha… https://t.co/ItrGFUjiTC
1067,"@Flipkart @flipkartsupport

Why deactivate my account...?please re-active my account now.
My mo. No. 9752333388"
1068,@manukumarjain @amazonIN @Flipkart @XiaomiIndia @RedmiIndia It feels really disappointing to receive such a patheti… https://t.co/sguqBqmOvh
1069,@Shubhan21238967 @Flipkart @LOrealParisIn @Shubhan21238967 just put up the bill of the product and tag flipkart and… https://t.co/WAsey417CH
1070,@Flipkart https://t.co/zEndsw1fMW
1071,RT @Asianfootwears: #virendersehwag Performance is in our sole. It can be in yours too!#Shop the Asian Men's Easywalk-08 sports shoes today…
1072,RT @Asianfootwears: 😎Come and #shop from @asianfootwears ' vast selection of #sandals for little boys. You will find pairs your son can wea…
1073,"RT @Asianfootwears: Power up your #fitness regime with our Wonder-13 sports shoes. Buy now (Link in Bio)

#asianfootwears #MondayMorning #M…"
1074,"RT @Asianfootwears: Unimaginable Light! @asianfootwears 's Future-01.
Buy the latest range of lightweight shoes for high #comfort &amp; sleek s…"
1075,"@Zomato @swiggy_in @BOX8_in @faasos @FreshMenuIndia @Flipkart @amazonIN before 2019 end, I would like to thank ur d… https://t.co/EWFp1qeviD"
1076,@AmazonHelp As discussed with d customer support executive i hope the order will be cancelled and amt will be refun… https://t.co/mLtMhAxMgQ
1077,RT @optimus46902704: #Flipkart can cancelled your prepaid products after 20days for that they won't be pay interest or apologize but if you…
1078,"@Flipkart My order is supposed to be delivered yesterday, since 2 days I'm getting ""Out for Delivery"" msg and then… https://t.co/j4JW3I7xCC"
1079,"Dear @flipkartsupport , I ordered MI band 3 (OD117414988132254000) on 25th Dec &amp; it was delivered on 27th Dec. But… https://t.co/XHI3XPeZ0O"
1080,#Flipkart #FlipkartStories  #Kalyan_K #ecommerce #flipkartsamarth #boycottflipkart #newflipkartwithkalyan… https://t.co/nfaBjJSzgA
1081,@flipkartsupport I don’t deny it. There has been numerous follow ups from the Flipkart team over phone/emails. Appr… https://t.co/SXAj7Gbp3o
1082,RT @sumitagarwal_82: Traders from all parts of India have converged in Delhi on the call of @TEAMCAIT @BCBHARTIA @praveendel @AimraIndia fo…
1083,Asus in collaboration with Qualcomm and Flipkart is hosting Snapdragon Sale in India. https://t.co/a8JNjI37Xo
1084,@nokia This is how #NokiaTV has backlight bleeding on screen. Worst support ever got by @Flipkart for this. I think… https://t.co/VOGLfslagW
1085,"I order a smashbox cosmatics matte lipstick box from @Flipkart, today i got my order n these are the used lisptick… https://t.co/jZ8WEesHHN"
1086,"@flipkartsupport Last 3 days se to aap log yahi kr rhe ho.
Complaint bhi kra 
Kabhi kisi complaint kaa aaj tk koi s… https://t.co/7X8JN0Qu2M"
1087,@Flipkart  your customer assistance is useless coz it gives wrong number !!  When tried callin on same. No service… https://t.co/H6fSVae5BW
1088,@Flipkart is not of its words. They are not capable of delivering the product shut the company @flipkartsupport
1089,RT @Rahul7702: @HiHonorIndia @Flipkart #HeroOfTheDecadePrabhas
1090,"Visited few Preferred Partner stores, but no luck there as well. No stocks for #POCOF1 at all. Amazon and Flipkart… https://t.co/UqDT1AJRpd"
1091,@TheTechVox @realmemobiles @Flipkart @AmreliaRuhez It's business
1092,Ifact the delivery date was 25 dec 2019 but till now no updates. What r u soing guys. I dont know what the courier… https://t.co/Qd9QlZ8it7
1093,"@Flipkart 
Dear flipcart I trust you
But some days feeling problem with u.I place a order and delivery date 29 dec.… https://t.co/bWIRo3Y9Cy"
1094,@mk9961094 @realmemobiles @Flipkart Fraudkart ke uppar supreme court me case karo
1095,@mk9961094 @realmemobiles @Flipkart Yes i agree with you
1096,@JAIDEEPTHE007 Sorry about that. We certainly understand your concern about the product delivered to you. Here's ho… https://t.co/CpIuVPPd5s
1097,"@rahulbca13 In the future, please do not share your details like phone number, email address or order/tracking ID h… https://t.co/Ajtqcqpe6Y"
1098,RT @Vivek2099: @Flipkart @jagograhakjago @GoI_MeitY @ZeeNewsHindi @ZeeNews @aajtak @ABPNews @ANI Ordered new Redmi Y3 phone on flipcart on…
1099,@Flipkart @jagograhakjago @GoI_MeitY @ZeeNewsHindi @ZeeNews @aajtak @ABPNews @ANI Ordered new Redmi Y3 phone on fli… https://t.co/KGephvzv0W
1100,@HiHonorIndia @Flipkart #HeroOfTheDecadePrabhas
1101,@Flipkart I don't want refund i want same product
1102,@Flipkart But received this https://t.co/tBBaNPPKLL
1103,@Flipkart Ordered this https://t.co/cRbiHZaMLW
1104,"@flipkartsupport why everything in flipkart is out of stock in my current location. Fix it soon .
Pin-812002"
1105,@Flipkart @flipkartsupport u asked me to cancel the order of Marq side by side refrigerator. Upon this today I canc… https://t.co/bCiynxA0eB
1106,RT @HiHonorIndia: It’s a 10/10 for fitness and a 10/10 for your style care! All available with a 20% discount exclusively Flipkart! Get the…
1107,@Dell_IN Bought Dell inspiron 14 i3 7th gen from flipkart last year diwali. And i feel robbed. The lag is worse tha… https://t.co/1STbddpkTn
1108,Hello @Flipkart your delivery service is very poor infact your courier partner dont know where to send the packet m… https://t.co/1jX2lm8tI5
1109,RT @alexfgouria: @amosinbaraj I suppose the show wont be covered under complaint to ibf as its an online show on flipkart video. However we…
1110,@VivekGu27209879 Vai mujha recharge karnese selfi and flipkart me payment karnke bad disco mila
1111,@thakares @MiTVIndia @amazonIN @Flipkart @XiaomiIndia I can feel you bro.. I got update for my 43 inch A model last… https://t.co/bo3xnx16cm
1112,"@Flipkart OD117408100683743000 [Incident: IN1912281858467165931]
Why are you trying to cheat customer by delivering… https://t.co/k75RxKojwX"
1113,@krutarthparmar @Flipkart @flipkartsupport जिसके साथ ऐसा फ्लिपकार्ट ने फ़्रॉड किया है।उसकी ओर से में इंडिया के सभी… https://t.co/uYeSNCpjmv
1114,@Manishaww_ @flipkartsupport जिसके साथ ऐसा फ्लिपकार्ट ने फ़्रॉड किया है।उसकी ओर से में इंडिया के सभी न्यूज़ चैनलों… https://t.co/sBbG8xyhiA
1115,@FlipkartStories @Flipkart @flipkartsupport जिसके साथ ऐसा फ्लिपकार्ट ने फ़्रॉड किया है।उसकी ओर से में इंडिया के सभी… https://t.co/yFAHS3VBVW
1116,WELLGO AFFILIATE: FLIPKART .COM         ............................... https://t.co/GpMZUrhc6F
1117,@Dikshapandey22 @delhivery @help_delhivery @flipkartsupport @Flipkart And you are too fool
1118,@sbkhatiwala You may report to the cybercrime for any further assistance on this. Kindly refer to the following lin… https://t.co/ABjhB1o5Fv
1119,"@Flipkart We buy phone for our necessity, who is FLIPKART to decide what apps should I install on my mobile. After… https://t.co/UX5VfZvg6z"
1120,@FlipkartStories @Flipkart @flipkartsupport Flipkart don't provide any winning rewards in Flipkart game zone. Flipk… https://t.co/EP0L6fUt98
1121,@HiHonorIndia @Flipkart Price?
